北京,0101
上海,0201
广州,2001
杭州,1201
深圳,2003
武汉,1801
成都,2301
西安,2701
南京,1101
重庆,0401
厦门,1401
长沙,1901
天津,0301
香港,3201
济南,1602
郑州,1701
苏州,1102
合肥,1301
哈尔滨,1001
三亚,2201
